,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments
328,Preparing for the AP*Physics C: Electricity andMagnetism Exam…,https://www.edx.org/course/preparing-for-the-ap-physics-c-electricity-and-mag,https://prod-discovery.edx-cdn.org/media/course/image/a2596217-7c01-421a-9fc1-973d9f13488c-2fc2ff2ab9cd.jpg,['Introductory'],['6–10 hours per week'],['8 Weeks'],['English'],['English'],['$50 USD'],['Georgetown University'],['https://www.edx.org/school/georgetownx'],not-mentioned
329,The Radio Sky I: Scienceand Observations…,https://www.edx.org/course/radio-sky-1,https://prod-discovery.edx-cdn.org/media/course/image/7c0466e5-be3b-4307-ab61-16f55a6639bb-140d5cd69897.jpeg,['Intermediate'],['3–4 hours per week'],['7 Weeks'],['English'],['English'],['$135 USD'],['École polytechnique fédérale de Lausanne'],['https://www.edx.org/school/epflx'],not-mentioned
330,Mechanics ReView…,https://www.edx.org/course/mechanics-review-2,https://prod-discovery.edx-cdn.org/media/course/image/b8135646-a121-4d43-b336-5cecfbc48388-48516fd4c194.jpg,['Introductory'],[],['4 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
331,Effective Field Theory…,https://www.edx.org/course/effective-field-theory,https://prod-discovery.edx-cdn.org/media/course/image/c60cc0d3-84dd-4a6b-9b5d-4523b5fc0712-2f95f6d7c66d.jpg,['Advanced'],['10–14 hours per week'],['16 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
332,Quantum InformationScience II: EfficientQuantum Computing - f……,https://www.edx.org/course/quantum-information-science-ii-efficient-quantum-c,https://prod-discovery.edx-cdn.org/media/course/image/7db1ae20-5e5b-4968-8401-6598f33f584d-5b5020ae0008.jpg,['Advanced'],['11–13 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
333,Nanotechnology:Fundamentals ofNanotransistors…,https://www.edx.org/course/nanotechnology-fundamentals-of-nanotransistors,https://prod-discovery.edx-cdn.org/media/course/image/dc97fb90-dc84-47ab-b40a-9a3fc78f195b-0eed25715625.jpg,['Intermediate'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Purdue University'],['https://www.edx.org/school/purduex'],not-mentioned
334,AP® Physics 2 - Part 3:Optics and ModernPhysics…,https://www.edx.org/course/ap-physics-2-part-3-optics-and-modern-physics,https://prod-discovery.edx-cdn.org/media/course/image/b98d1098-9eda-466e-bcd8-e3bc0b819127-a9867f90a87b.jpg,['Introductory'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Rice University'],['https://www.edx.org/school/ricex'],not-mentioned
335,Quantum InformationScience II: Advancedquantum algorithms an……,https://www.edx.org/course/quantum-information-science-ii-advanced-quantum-al,https://prod-discovery.edx-cdn.org/media/course/image/475d2dd1-af64-4e90-b73e-d6d5b474988b-cc98f5c2cb60.jpg,['Advanced'],['11–13 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
336,Natural Disasters…,https://www.edx.org/course/natural-disasters,https://prod-discovery.edx-cdn.org/media/course/image/9f845d8d-534d-44ef-9b28-fa195c0d9b9b-5993b16b220f.jpg,['Introductory'],['2–4 hours per week'],['11 Weeks'],['English'],['English'],['$49 USD'],['McGill'],['https://www.edx.org/school/mcgillx'],not-mentioned
337,"Symmetry, Structure andTensor Properties ofMaterials…",https://www.edx.org/course/symmetry-structure-and-tensor-properties-of-materi,https://prod-discovery.edx-cdn.org/media/course/image/d0568514-4374-4166-a141-3355bd2af6f4-63d2d02a0d8e.jpg,['Intermediate'],['8–10 hours per week'],['4 Weeks'],['English'],['English'],['$100 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
338,Quantum Mechanics: 1DScattering and CentralPotentials…,https://www.edx.org/course/quantum-mechanics-1d-scattering-and-central-potent,https://prod-discovery.edx-cdn.org/media/course/image/a537abf4-5c7a-4ad2-82f3-b2fd03e22d48-678a740f4e06.jpg,['Advanced'],['12–14 hours per week'],['7 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
339,Atomic and OpticalPhysics: Atom-photoninteractions…,https://www.edx.org/course/atomic-and-optical-physics-atom-photon-interaction,https://prod-discovery.edx-cdn.org/media/course/image/1ad9f459-0da8-47fd-b451-1aa2fcea360b-36d4ebcbeb73.jpg,['Advanced'],['10–12 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
340,Atomic and OpticalPhysics: Ultracold Atomsand Many-body Physics…,https://www.edx.org/course/atomic-and-optical-physics-ultracold-atoms-and-man,https://prod-discovery.edx-cdn.org/media/course/image/62b41f5e-20f9-497c-b0d6-1e36fbfa8f99-4199bf3b58f1.jpg,['Advanced'],['10–12 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
341,"Electricity & Magnetism,Part 2…",https://www.edx.org/course/electricity-magnetism-part-2,https://prod-discovery.edx-cdn.org/media/course/image/cb09f10c-6c93-43a9-9caf-04a1e50fa2e7-eba948e3ab39.jpg,['Intermediate'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$25 USD'],['Rice University'],['https://www.edx.org/school/ricex'],not-mentioned
342,AP® Physics 1 - Part 2:Rotational Motion…,https://www.edx.org/course/ap-physics-1-part-2-rotational-motion,https://prod-discovery.edx-cdn.org/media/course/image/39a1338e-8036-4249-8973-54a26c7950e4-cc641909ba76.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['English'],['English'],['$45 USD'],['Rice University'],['https://www.edx.org/school/ricex'],not-mentioned
343,Preparing for the APPhysics 1 Exam…,https://www.edx.org/course/preparing-for-the-ap-physics-1-exam,https://prod-discovery.edx-cdn.org/media/course/image/85326061-01e1-4164-90a0-574627a961e5-3fd2816e2ebe.png,['Introductory'],['5–6 hours per week'],['34 Weeks'],['English'],['English'],['$29 USD'],['Boston University'],['https://www.edx.org/school/bux'],not-mentioned
344,Atomic and OpticalPhysics I – Part 2: Atomicstructure and atoms in……,https://www.edx.org/course/atomic-and-optical-physics-i-part-2-atomic-structu,https://prod-discovery.edx-cdn.org/media/course/image/f6aaa365-304e-4e07-991f-2dc87c00a537-567e97913ebb.jpg,['Advanced'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
345,Atomic and OpticalPhysics: Optical BlochEquations and Open Sys……,https://www.edx.org/course/atomic-and-optical-physics-optical-bloch-equations,https://prod-discovery.edx-cdn.org/media/course/image/633585a6-0f19-4255-bf71-ffe2950bf16c-77bc1f72321e.jpg,['Advanced'],['10–12 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
346,Atomic and OpticalPhysics: Light Forces andLaser Cooling…,https://www.edx.org/course/atomic-and-optical-physics-light-forces-and-laser,https://prod-discovery.edx-cdn.org/media/course/image/05fd4336-d8d9-4dce-818d-4977a5811012-6585976b2a05.jpg,['Advanced'],['10–12 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
347,Atomic and OpticalPhysics I– Part 3:Atom-Light Interactions……,https://www.edx.org/course/atomic-and-optical-physics-i-part-3-atom-light-int,https://prod-discovery.edx-cdn.org/media/course/image/e31ee64e-b239-48c5-a28c-996857db274b-c12d0b047962.jpg,['Advanced'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
348,Atomic and OpticalPhysics I – Part 5:Coherence…,https://www.edx.org/course/atomic-and-optical-physics-i-part-5-coherence,https://prod-discovery.edx-cdn.org/media/course/image/cfd81957-d172-46e3-aeba-390126c48d0c-397beb00248a.jpg,['Advanced'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
349,Atomic and OpticalPhysics I– Part 4:Atom-Light Interactions……,https://www.edx.org/course/atomic-and-optical-physics-i-part-4-atom-light-int,https://prod-discovery.edx-cdn.org/media/course/image/b3c351c6-5319-4685-aff6-bdbb74a143f6-bb906f2650ed.jpg,['Advanced'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
350,AP® Physics 1 - Part 4:Exam Prep…,https://www.edx.org/course/ap-physics-1-part-4-exam-prep,https://prod-discovery.edx-cdn.org/media/course/image/33bd63e4-61be-48b6-b334-1d5a57461088-70fda4d387d0.jpg,['Introductory'],['4–6 hours per week'],['4 Weeks'],['English'],['English'],['$45 USD'],['Rice University'],['https://www.edx.org/school/ricex'],not-mentioned
351,"How Stuff Moves, Part 1:Linear Motion…",https://www.edx.org/course/how-stuff-moves-part-1-linear-motion,https://prod-discovery.edx-cdn.org/media/course/image/88cab23a-c2c6-42ce-aac7-0eb61518c319.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$50 USD'],['Harvey Mudd College'],['https://www.edx.org/school/harveymuddx'],not-mentioned
352,AP® Physics 2 – Part 4:AP Review and ExamPreparation…,https://www.edx.org/course/ap-physics-2-part-4-ap-review-and-exam-preparation,https://prod-discovery.edx-cdn.org/media/course/image/d640c29f-9e07-4c63-b03c-153d6d1af456-0ea1850260d3.jpg,['Introductory'],['2–4 hours per week'],['3 Weeks'],['English'],['English'],['$49 USD'],['Rice University'],['https://www.edx.org/school/ricex'],not-mentioned
353,"How Stuff Moves, Part 3:Wave Motion…",https://www.edx.org/course/how-stuff-moves-part-3-wave-motion,https://prod-discovery.edx-cdn.org/media/course/image/5da48f96-af34-4b92-9c46-29f3266ecf26-7fbeefbc10d7.jpg,['Introductory'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Harvey Mudd College'],['https://www.edx.org/school/harveymuddx'],not-mentioned
354,"How Stuff Moves, Part 2:Angular Motion…",https://www.edx.org/course/how-stuff-moves-part-2-angular-motion,https://prod-discovery.edx-cdn.org/media/course/image/fda319bd-52f0-4ae9-8954-b85cbaf61f59-c548456c6746.jpg,['Introductory'],[],['4 Weeks'],['English'],"['English', 'English']",['$50 USD'],['Harvey Mudd College'],['https://www.edx.org/school/harveymuddx'],not-mentioned
355,Introduction toContinuum Physics…,https://www.edx.org/course/introduction-to-continuum-physics,https://prod-discovery.edx-cdn.org/media/course/image/57d679e4-a080-4fc3-8b2f-38deb8a50aca-8b7d9400f8bf.jpg,['Advanced'],['6–11 hours per week'],['10 Weeks'],['English'],['English'],['$49 USD'],['The University of Michigan'],['https://www.edx.org/school/michiganx'],not-mentioned
356,Quantum InformationScience II…,https://www.edx.org/course/quantum-information-science-ii,https://prod-discovery.edx-cdn.org/media/course/image/cb71556b-a050-4f6c-a019-cd4245a7be4e-8e5d38fe4e1d.jpg,['Advanced'],['6–8 hours per week'],['9 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
357,Life in the Universe:Syntheses for Life…,https://www.edx.org/course/life-in-the-universe-syntheses-for-life,https://prod-discovery.edx-cdn.org/media/course/image/d9f4f230-b0fa-4a79-8f29-f720dc5c61e0-41535db69c35.jpg,['Introductory'],['4–5 hours per week'],['5 Weeks'],['English'],['English'],['$49 USD'],['Seoul National University'],['https://www.edx.org/school/snux'],not-mentioned
358,Advanced IntroductoryClassical Mechanics…,https://www.edx.org/course/advanced-introductory-classical-mechanics-3,https://prod-discovery.edx-cdn.org/media/course/image/32706cf3-e263-4a64-97e8-f2bf258bae86.jpg,['Introductory'],['6–8 hours per week'],['13 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],not-mentioned
359,IELTS Academic TestPreparation…,https://www.edx.org/course/ielts-academic-test-preparation,https://prod-discovery.edx-cdn.org/media/course/image/d61d7a1f-3333-4169-a786-92e2bf690c6f-fa8a6909baec.jpg,['Introductory'],['5–10 hours per week'],['8 Weeks'],['English'],['English'],['$99 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],"1,131,449"
360,TOEFL® TestPreparation: The Insider’sGuide…,https://www.edx.org/course/toefl-test-preparation-the-insiders-guide,https://prod-discovery.edx-cdn.org/media/course/image/ee4f4f12-e6ec-45ac-94df-b90b4b022903-aaf6257f767b.jpeg,['Introductory'],['2–4 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['Educational Testing Service'],['https://www.edx.org/school/etsx'],"1,051,561"
361,Inglés básico:conversacional ynetworking…,https://www.edx.org/course/fundamentos-de-ingles-basico-conversacional-y-networking,https://prod-discovery.edx-cdn.org/media/course/image/9db66340-ca44-4ec7-8844-dc9cd51c3ceb-13957fe6ee41.jpeg,['Introductory'],['5–8 hours per week'],['4 Weeks'],['Español'],"['English, Español']",['$49 USD'],['Universidades Anáhuac'],['https://www.edx.org/school/anahuacx'],"94,492"
362,Basic Spanish 1: GettingStarted…,https://www.edx.org/course/basic-spanish-1-getting-started,https://prod-discovery.edx-cdn.org/media/course/image/b05291d7-fbff-4520-8371-7ffdcda326c4-29e3b788d03a.jpg,['Introductory'],['4–5 hours per week'],['7 Weeks'],['English'],"['English, Español']",['$40 USD'],['Universitat Politècnica de Valencia'],['https://www.edx.org/school/upvalenciax'],"412,039"
363,Leaders of Learning…,https://www.edx.org/course/leaders-of-learning,https://prod-discovery.edx-cdn.org/media/course/image/9174e129-e6f3-4bc8-8a12-ea286d670e71-23e286087155.jpg,['Introductory'],['2–4 hours per week'],['10 Weeks'],['English'],"['English, Español']",['$139 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"234,900"
364,Marketing Digital:Content & CommunityManager…,https://www.edx.org/course/marketing-digital-content-community-manager,https://prod-discovery.edx-cdn.org/media/course/image/a829492c-1539-4dc9-ac66-8e60e5dc0ef9-3d5b897270b8.png,['Introductory'],['3–4 hours per week'],['5 Weeks'],['Español'],['Español'],['$49 USD'],['Universidad Galileo'],['https://www.edx.org/school/galileox'],"117,169"
365,Steps in Japanese forBeginners1 Part1…,https://www.edx.org/course/steps-in-japanese-for-beginners1-part1-2,https://prod-discovery.edx-cdn.org/media/course/image/840acc48-0d64-4a9d-a424-712406a034a6-2ba1eb03fbae.png,['Introductory'],['3–5 hours per week'],['5 Weeks'],"['Subject:Language', 'English']","['English, 日本語']",['$49 USD'],['Waseda University'],['https://www.edx.org/school/wasedax'],"58,745"
366,Using Email forNetworking in English…,https://www.edx.org/course/using-email-for-networking-in-english,https://prod-discovery.edx-cdn.org/media/course/image/311c2dc1-ec6c-4e97-8e96-83875f47229d-69432789d471.jpg,['Introductory'],['3–5 hours per week'],['4 Weeks'],"['Subject:Language', 'English']",['English'],['$149 USD'],['University of Washington'],['https://www.edx.org/school/uwashingtonx'],"59,587"
367,Academic and BusinessWriting…,https://www.edx.org/course/academic-and-business-writing,https://prod-discovery.edx-cdn.org/media/course/image/ed682cf1-7c11-4417-ac78-e940843cfccc-bb93707c5457.jpg,['Introductory'],['3–5 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],"['University of California, Berkeley']",['https://www.edx.org/school/uc-berkeleyx'],"328,367"
368,"Managing Study, Stressand Mental Health atUniversity…",https://www.edx.org/course/managing-study-stress-and-mental-health-at-univers,https://prod-discovery.edx-cdn.org/media/course/image/bc4d1642-8b96-44b0-82e8-be8be6e44f94-e402240f4d2d.jpeg,['Introductory'],['1–3 hours per week'],['2 Weeks'],['English'],['English'],['$49 USD'],['Curtin University'],['https://www.edx.org/school/curtinx'],"24,960"
369,生活英语听说 | ConversationalEnglish Skills…,https://www.edx.org/course/conversational-english-skills,https://prod-discovery.edx-cdn.org/media/course/image/5efe7b5c-18f6-400c-9564-5ff7b520b2a8-a05b06b3aa6c.jpg,['Introductory'],['2–4 hours per week'],['10 Weeks'],['English'],['English'],['$149 USD'],['Tsinghua University'],['https://www.edx.org/school/tsinghuax'],"304,720"
370,Exercising Leadership:Foundational Principles…,https://www.edx.org/course/exercising-leadership-foundational-principles,https://prod-discovery.edx-cdn.org/media/course/image/6774d438-134f-4d20-95a2-ea763f59ff23-985bdf6b8a01.png,['Introductory'],['2–3 hours per week'],['4 Weeks'],['English'],['English'],['$139 USD'],['Harvard University'],['https://www.edx.org/school/harvardx'],"78,232"
